Code,Stock,Company,Sector,Market,Price,EPS,ROE,YoY,QoQ,ConQ,TopQ,RYoY,RQoQ,RConQ,RTopQ
2194,MMCCORP,MMC CORPORATION BERHAD,Transportation & Logistics,Main Market,0.890,8.68,2.82,No,No,No,No,No,No,No,No
7169,DOMINAN,DOMINANT ENTERPRISE BERHAD,Industrial Products & Services,Main Market,0.810,5.12,2.80,No,No,No,No,No,No,No,No
5123,MQREIT,QUILL CAPITA TRUST,Real Estate Investment Trusts,Main Market,0.885,3.36,2.79,No,Yes,No,Yes,Yes,Yes,No,No
0225,SCGBHD,SOUTHERN CABLE GROUP BERHAD,Industrial Products & Services,Ace Market,0.390,3.67,2.78,No,No,No,Yes,No,No,No,Yes
6173,BDB,BINA DARULAMAN BERHAD,Property,Main Market,0.365,4.16,2.76,Yes,No,No,No,Yes,No,No,No
5161,JCY,JCY INTERNATIONAL BERHAD,Technology,Main Market,0.565,1.21,2.74,Yes,Yes,No,Yes,Yes,Yes,No,No
5249,IOIPG,IOI PROPERTIES GROUP BERHAD,Property,Main Market,1.590,9.28,2.71,No,No,No,No,Yes,Yes,No,Yes
3174,L&G,LAND & GENERAL BERHAD,Property,Main Market,0.115,1.00,2.71,No,Yes,No,No,No,No,No,Yes
5094,CSCSTEL,CSC STEEL HOLDINGS BERHAD,Industrial Products & Services,Main Market,1.220,5.96,2.70,No,No,No,Yes,No,No,No,No
5171,KIMLUN,KIMLUN CORPORATION BERHAD,Construction,Main Market,0.820,5.64,2.69,No,No,No,No,No,No,No,No
9261,GADANG,GADANG HOLDINGS BHD,Construction,Main Market,0.455,3.00,2.68,No,No,No,No,No,No,No,No
5180,CMMT,CAPITALAND MALAYSIA MALL TRUST,Real Estate Investment Trusts,Main Market,0.660,3.27,2.64,No,No,No,No,No,No,No,No
7018,CME,CME GROUP BERHAD,Industrial Products & Services,Main Market,0.060,0.15,2.62,Yes,Yes,No,No,No,No,No,No
5843,KPS,KUMPULAN PERANGSANG SELANGOR BERHAD,Industrial Products & Services,Main Market,0.920,4.73,2.61,No,No,No,No,Yes,Yes,No,Yes
0202,RGTECH,RADIANT GLOBALTECH BERHAD,Technology,Ace Market,0.370,0.31,2.60,No,No,No,No,Yes,No,No,No
8524,TALIWRK,TALIWORKS CORPORATION BERHAD,Utilities,Main Market,0.805,1.25,2.58,No,No,No,No,No,No,No,No
6114,MKH,MKH BERHAD,Property,Main Market,1.420,7.28,2.57,No,No,No,No,No,No,No,No
7105,HCK,HCK CAPITAL GROUP BERHAD,Property,Main Market,1.220,1.23,2.50,No,No,No,No,Yes,No,No,No
0206,NADIBHD,GAGASAN NADI CERGAS BERHAD,Construction,Ace Market,0.285,1.47,2.50,No,No,No,No,No,No,No,No
5120,AMFIRST,AMFIRST REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,0.415,3.05,2.49,No,No,No,No,Yes,No,No,No
7595,MGB,MGB BERHAD,Construction,Main Market,0.590,2.32,2.49,No,No,No,Yes,No,No,No,No
5132,DELEUM,DELEUM BERHAD,Energy,Main Market,0.665,2.12,2.49,No,No,No,No,No,No,No,No
3107,FIMACOR,FIMA CORPORATION BERHAD,Industrial Products & Services,Main Market,1.700,5.62,2.47,No,No,No,No,Yes,No,No,No
5110,UOAREIT,UOA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,1.270,4.11,2.45,No,No,No,No,No,No,No,No
8982,CEPAT,CEPATWAWASAN GROUP BERHAD,Plantation,Main Market,0.685,2.60,2.45,Yes,Yes,No,Yes,Yes,No,No,Yes
7099,ATTA,ATTA GLOBAL GROUP BERHAD,Industrial Products & Services,Main Market,0.445,4.02,2.44,Yes,Yes,No,No,No,No,No,No
7149,ENGKAH,ENG KAH CORPORATION BERHAD,Consumer Products & Services,Main Market,1.040,2.49,2.42,Yes,No,No,No,No,No,No,No
9423,CWG,CWG HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.330,1.63,2.39,No,No,No,No,No,No,No,No
5568,APB,APB RESOURCES BERHAD,Industrial Products & Services,Main Market,0.595,3.38,2.38,Yes,No,No,Yes,Yes,No,No,No
2305,AYER,AYER HOLDINGS BERHAD,Property,Main Market,5.550,16.40,2.34,No,No,No,No,No,No,No,No
7323,KEN,KEN HOLDINGS BERHAD,Property,Main Market,0.550,4.19,2.30,Yes,Yes,No,Yes,Yes,Yes,No,Yes
3336,IJM,IJM CORPORATION BERHAD,Construction,Main Market,1.750,6.09,2.28,No,No,No,No,No,No,No,No
5222,FGV,FGV HOLDINGS BERHAD,Plantation,Main Market,1.170,2.49,2.20,Yes,Yes,No,Yes,No,Yes,No,Yes
5606,IGBB,IGB BERHAD,Property,Main Market,2.640,8.96,2.20,No,No,No,No,No,No,No,No
0021,GHLSYS,GHL SYSTEMS BERHAD,Technology,Main Market,1.810,1.35,2.16,No,No,No,Yes,No,No,No,Yes
9199,LYSAGHT,LYSAGHT GALVANIZED STEEL BERHAD,Industrial Products & Services,Main Market,2.240,7.89,2.13,No,No,No,No,No,No,No,No
7163,PJBUMI,PJBUMI BERHAD,Industrial Products & Services,Main Market,0.280,0.58,2.07,No,No,No,No,Yes,No,No,No
5231,PELIKAN,PELIKAN INTERNATIONAL CORPORATION BERHAD,Consumer Products & Services,Main Market,0.315,1.55,2.06,No,Yes,No,No,No,No,No,No
9962,GMUTUAL,GROMUTUAL BERHAD,Property,Main Market,0.245,1.96,2.04,No,No,No,No,No,No,No,No
4952,AHP,AMANAH HARTA TANAH PNB,Real Estate Investment Trusts,Main Market,0.985,2.55,2.03,No,No,No,No,No,No,No,Yes
5198,AFUJIYA,ABM FUJIYA BERHAD,Industrial Products & Services,Main Market,0.425,1.82,2.03,No,Yes,No,No,No,No,No,No
5040,MERIDIAN,MERIDIAN BERHAD,Property,Main Market,0.415,0.40,2.02,Yes,Yes,No,No,Yes,No,No,No
6181,MALTON,MALTON BERHAD,Property,Main Market,0.500,3.39,1.93,No,No,No,No,Yes,Yes,No,No
9717,SYCAL,SYCAL VENTURES BERHAD,Construction,Main Market,0.250,1.30,1.93,Yes,No,No,No,Yes,No,No,No
2216,IJMPLNT,IJM PLANTATIONS BERHAD,Plantation,Main Market,1.860,2.81,1.93,Yes,Yes,No,No,Yes,Yes,No,No
3158,YNHPROP,YNH PROPERTY BERHAD,Property,Main Market,2.770,4.34,1.84,No,No,No,No,No,No,No,No
7033,HIGHTEC,KUMPULAN H & L HIGH-TECH BERHAD,Industrial Products & Services,Main Market,1.090,4.74,1.82,No,No,No,Yes,No,No,No,No
7060,NHFATT,NEW HOONG FATT HOLDINGS BERHAD,Consumer Products & Services,Main Market,2.200,10.06,1.80,No,No,No,Yes,No,No,No,No
7028,ZECON,ZECON BERHAD,Construction,Main Market,0.480,3.11,1.80,No,No,No,No,No,No,No,No
0058,JCBNEXT,JCBNEXT BERHAD,Industrial Products & Services,Main Market,1.370,4.19,1.78,No,No,No,No,No,No,No,No
6602,BCB,BCB BERHAD,Property,Main Market,0.335,2.07,1.76,No,No,No,No,No,No,No,No
5232,LEONFB,LEON FUAT BERHAD,Industrial Products & Services,Main Market,0.510,2.03,1.73,No,No,Yes,No,No,No,No,No
2453,KLUANG,KLUANG RUBBER COMPANY (MALAYA) BERHAD,Plantation,Main Market,3.400,17.32,1.73,Yes,Yes,No,No,Yes,Yes,No,No
2186,KUCHAI,KUCHAI DEVELOPMENT BERHAD,Financial Services,Main Market,1.530,5.84,1.72,Yes,Yes,No,No,Yes,No,No,No
03035,CTIB,COSMOS TECHNOLOGY INTERNATIONAL BERHAD,Industrial Products & Services,Leap Market,0.400,0.53,1.68,No,No,No,Yes,No,No,No,Yes
0101,TMCLIFE,TMC LIFE SCIENCES BERHAD,Health Care,Main Market,0.565,0.75,1.67,No,No,No,No,No,No,No,No
0039,GFM,GFM SERVICES BERHAD,Industrial Products & Services,Ace Market,0.175,0.40,1.66,No,No,No,No,No,No,No,No
3778,MELEWAR,MELEWAR INDUSTRIAL GROUP BERHAD,Industrial Products & Services,Main Market,0.320,1.52,1.63,No,No,No,No,No,No,No,No
5041,PBA,PBA HOLDINGS BHD,Utilities,Main Market,0.890,3.45,1.63,Yes,No,Yes,No,No,No,No,No
6718,CRESNDO,CRESCENDO CORPORATION BERHAD,Property,Main Market,1.020,5.22,1.61,No,No,No,No,No,No,No,No
2569,SBAGAN,SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,Plantation,Main Market,3.020,13.39,1.60,Yes,Yes,No,Yes,Yes,Yes,No,No
9385,LAYHONG,LAY HONG BERHAD,Consumer Products & Services,Main Market,0.365,0.81,1.55,No,Yes,No,No,Yes,Yes,No,No
5284,LCTITAN,LOTTE CHEMICAL TITAN HOLDING BERHAD,Industrial Products & Services,Main Market,2.770,8.02,1.53,No,No,No,No,No,No,No,No
7215,NIHSIN,NI HSIN RESOURCES BERHAD,Consumer Products & Services,Main Market,0.270,0.43,1.52,Yes,Yes,No,Yes,No,No,No,No
0104,GENETEC,GENETEC TECHNOLOGY BERHAD,Technology,Ace Market,1.750,2.67,1.51,Yes,No,No,No,Yes,No,No,No
7207,SUCCESS,SUCCESS TRANSFORMER CORPORATION BERHAD,Industrial Products & Services,Main Market,0.670,2.12,1.51,No,No,No,No,No,No,No,No
4723,JAKS,JAKS RESOURCES BERHAD,Construction,Main Market,0.635,2.30,1.50,No,No,No,No,No,No,No,No
8761,BREM,BREM HOLDING BERHAD,Construction,Main Market,0.830,2.53,1.49,No,No,No,No,No,No,No,No
7765,RAPID,RAPID SYNERGY BERHAD,Property,Main Market,6.590,2.03,1.48,No,No,No,No,Yes,No,No,Yes
0089,TEXCYCL,TEX CYCLE TECHNOLOGY (M) BERHAD,Industrial Products & Services,Ace Market,0.410,0.63,1.47,No,No,No,No,No,No,No,No
0083,NOTION,NOTION VTEC BERHAD,Technology,Main Market,0.880,1.22,1.46,No,No,No,No,Yes,No,No,No
0189,MATANG,MATANG BERHAD,Plantations,Ace Market,0.085,0.15,1.45,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
4006,ORIENT,ORIENTAL HOLDINGS BERHAD,Consumer Products & Services,Main Market,5.480,14.71,1.43,No,No,No,No,No,No,No,No
5111,TWRREIT,TOWER REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,0.590,2.59,1.36,No,No,No,No,Yes,Yes,No,Yes
5020,GLOMAC,GLOMAC BERHAD,Property,Main Market,0.350,1.93,1.34,No,No,No,No,Yes,No,No,Yes
5797,CHOOBEE,CHOO BEE METAL INDUSTRIES BHD,Industrial Products & Services,Main Market,1.440,5.18,1.33,Yes,No,No,Yes,No,No,No,No
1694,MENANG,MENANG CORPORATION (M) BERHAD,Property,Main Market,0.565,0.89,1.33,No,No,No,No,No,Yes,No,No
9148,ADVPKG,ADVANCED PACKAGING TECHNOLOGY (M) BHD,Industrial Products & Services,Main Market,2.210,2.05,1.32,Yes,Yes,Yes,Yes,Yes,Yes,No,No
8419,PANSAR,PANSAR BERHAD,Industrial Products & Services,Main Market,0.785,0.46,1.25,No,No,No,No,No,No,No,No
4936,MALPAC,MALPAC HOLDINGS BERHAD,Plantation,Main Market,0.850,2.70,1.21,Yes,Yes,No,Yes,Yes,No,No,Yes
5235SS,KLCC,KLCC REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,7.140,34.71,1.19,No,No,No,No,No,No,No,No
0226,ANEKA,ANEKA JARINGAN HOLDINGS BERHAD,Construction,Ace Market,0.320,1.04,1.17,No,No,No,Yes,No,No,No,Yes
7157,CYL,CYL CORPORATION BERHAD,Industrial Products & Services,Main Market,0.505,0.73,1.13,Yes,No,No,No,No,No,No,No
9288,BONIA,BONIA CORPORATION BERHAD,Consumer Products & Services,Main Market,0.950,2.08,1.08,No,No,No,No,No,No,No,No
2984,FACBIND,FACB INDUSTRIES INCORPORATED BERHAD,Industrial Products & Services,Main Market,1.480,2.85,1.05,Yes,Yes,No,No,No,No,No,Yes
5129,MELATI,MELATI EHSAN HOLDINGS BERHAD,Construction,Main Market,0.510,1.87,1.04,No,No,No,Yes,Yes,No,No,No
7183,IQZAN,IQZAN HOLDING BERHAD,Industrial Products & Services,Main Market,0.130,0.18,1.04,No,No,No,No,Yes,Yes,No,No
5247,KAREX,KAREX BERHAD,Consumer Products & Services,Main Market,0.825,0.48,1.01,Yes,Yes,No,Yes,Yes,Yes,No,No
2879,CCM,CHEMICAL COMPANY OF MALAYSIA BERHAD,Industrial Products & Services,Main Market,3.080,1.76,0.93,No,No,No,No,Yes,Yes,No,Yes
7528,DKLS,DKLS INDUSTRIES BHD,Construction,Main Market,1.680,4.08,0.93,No,No,Yes,No,No,No,No,No
5156,XDL,XIDELANG HOLDINGS LTD,Consumer Products & Services,Main Market,0.075,0.65,0.91,No,No,No,No,No,No,No,No
8893,MKLAND,MK LAND HOLDINGS BERHAD,Property,Main Market,0.160,0.88,0.89,Yes,No,No,No,Yes,No,No,No
7222,IMASPRO,IMASPRO CORPORATION BERHAD,Industrial Products & Services,Main Market,2.000,1.40,0.87,Yes,No,No,Yes,No,No,No,No
7137,UMS,UMS HOLDINGS BERHAD,Industrial Products & Services,Main Market,1.690,3.35,0.86,No,No,No,No,No,No,No,No
7609,AJIYA,AJIYA BERHAD,Industrial Products & Services,Main Market,0.510,0.97,0.82,No,No,No,No,No,No,No,No
7209,CHEETAH,CHEETAH HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.475,0.88,0.80,Yes,No,No,No,No,No,No,No
7471,EDEN,EDEN INC. BERHAD,Utilities,Main Market,0.165,0.58,0.78,No,No,No,No,No,No,No,No
5237,MPHBCAP,MPHB CAPITAL BERHAD,Financial Services,Main Market,1.180,1.53,0.77,No,Yes,No,No,Yes,No,No,Yes
5081,EIG,ESTHETICS INTERNATIONAL GROUP BERHAD,Consumer Products & Services,Main Market,0.440,0.55,0.76,No,No,No,No,No,No,No,No
9008,OMESTI,OMESTI BERHAD,Technology,Main Market,0.520,0.26,0.75,No,No,No,No,No,No,No,No
7071,OCR,OCR GROUP BERHAD,Construction,Main Market,0.270,0.22,0.64,Yes,No,No,No,Yes,No,No,No
9571,MITRA,MITRAJAYA HOLDINGS BERHAD,Construction,Main Market,0.285,0.58,0.63,Yes,Yes,No,No,No,No,No,No
7174,CAB,CAB CAKARAN CORPORATION BERHAD,Consumer Products & Services,Main Market,0.475,0.42,0.62,No,Yes,No,No,No,No,No,No
9695,PLS,PLS PLANTATIONS BERHAD,Plantation,Main Market,0.925,0.33,0.59,Yes,Yes,No,Yes,Yes,Yes,No,Yes
6742,YTLPOWR,YTL POWER INTERNATIONAL BHD,Utilities,Main Market,0.730,0.91,0.57,No,No,No,No,No,No,No,No
5281,ADVCON,ADVANCECON HOLDINGS BERHAD,Construction,Main Market,0.375,0.26,0.57,No,No,No,No,No,No,No,No
2038,NSOP,NEGRI SEMBILAN OIL PALMS BERHAD,Plantation,Main Market,3.260,4.22,0.55,Yes,Yes,No,No,Yes,Yes,Yes,Yes
0109,SCBUILD,SC ESTATE BUILDER BERHAD,Construction,Ace Market,0.055,0.02,0.54,No,Yes,No,No,No,Yes,Yes,No
4251,IBHD,I-BERHAD,Property,Main Market,0.225,0.54,0.53,No,No,No,No,No,No,No,No
5072,HIAPTEK,HIAP TECK VENTURE BERHAD,Industrial Products & Services,Main Market,0.500,0.31,0.49,No,No,No,No,No,No,No,No
5207,SBCCORP,SBC CORPORATION BERHAD,Property,Main Market,0.350,0.78,0.48,No,No,No,No,No,No,No,No
5075,PLENITU,PLENITUDE BERHAD,Property,Main Market,1.050,1.91,0.46,No,No,No,No,No,No,No,No
4359,TURIYA,TURIYA BERHAD,Technology,Main Market,0.255,0.24,0.45,Yes,Yes,No,No,Yes,No,No,No
8613,ENRA,ENRA GROUP BERHAD,Property,Main Market,0.725,0.36,0.41,Yes,No,No,No,Yes,No,No,No
5243,VELESTO,VELESTO ENERGY BERHAD,Energy,Main Market,0.150,0.14,0.41,No,No,No,No,No,No,No,No
0211,TASHIN,TASHIN HOLDINGS BERHAD,Industrial Products & Services,Ace Market,0.350,0.20,0.36,No,No,No,No,No,No,No,Yes
1589,IWCITY,ISKANDAR WATERFRONT CITY BERHAD,Property,Main Market,0.550,0.34,0.35,Yes,No,No,No,No,No,No,No
7221,BSLCORP,BSL CORPORATION BERHAD,Industrial Products & Services,Main Market,0.345,0.38,0.34,No,No,No,Yes,No,No,No,No
7003,Y&G,Y&G CORPORATION BHD,Property,Main Market,0.480,0.45,0.34,No,No,No,No,No,No,No,No
0828EA,GOLDETF,TRADEPLUS SHARIAH GOLD TRACKER,ETF-Commodity,ETF,2.380,0.70,0.29,No,Yes,No,No,No,Yes,No,No
5576,MINHO,MINHO (M) BERHAD,Industrial Products & Services,Main Market,0.355,0.31,0.28,No,No,No,No,No,No,No,No
9121,KPSCB,KPS CONSORTIUM BERHAD,Industrial Products & Services,Main Market,0.500,0.36,0.19,No,No,No,No,No,No,No,No
5056,ENGTEX,ENGTEX GROUP BERHAD,Industrial Products & Services,Main Market,0.595,0.30,0.19,Yes,No,No,Yes,No,No,No,No
5007,CHINWEL,CHIN WELL HOLDINGS BERHAD,Industrial Products & Services,Main Market,1.070,0.29,0.15,No,No,No,No,No,No,No,No
3476,KSENG,KECK SENG (MALAYSIA) BERHAD,Industrial Products & Services,Main Market,3.920,0.81,0.13,No,No,No,No,No,No,No,No
03037,AURORA,AURORA ITALIA INTERNATIONAL BERHAD,Consumer Products & Services,Leap Market,0.100,0.18,0.03,No,No,No,No,No,No,No,No
0835EA,KLCI1XI,KENANGA KLCI DAILY (-1X) INVERSE ETF,None,None,1.845,0.20,0.02,No,No,No,Yes,No,No,No,Yes
7232,RESINTC,RESINTECH BERHAD,Industrial Products & Services,Main Market,0.300,2.31,0.02,No,No,No,No,No,No,No,Yes
0836EA,MY-MOMETF,TRADEPLUS DWA MALAYSIA MOMENTUM TRACKER,ETF-Equity,ETF,1.080,0.04,0.01,No,No,No,Yes,No,No,No,Yes
0400GC,DIN042300721,DANAINFRA NASIONAL BERHAD,Bond Islamic,Bond & Loan,101.800,,0.00,No,No,No,No,No,No,No,No
8745OR,LEWEKO-OR,,Industrial Products & Services,Main Market,0.160,,0.00,No,No,No,No,No,No,No,No
03038,ICTZONE,ICT ZONE ASIA BERHAD,Technology,Leap Market,0.180,,0.00,No,No,No,No,No,No,No,No
0401GA,IHS046000824,IHSAN SUKUK-ETBS 4.60%0824,Bond Islamic,Bond & Loan,101.000,,0.00,No,No,No,No,No,No,No,No
0400GA,DIN040000223,DANAINFRA NASIONAL BERHAD,Bond Islamic,Bond & Loan,103.500,,0.00,No,No,No,No,No,No,No,No
0074OR,GOCEAN-OR,,Consumer Products & Services,Ace Market,0.010,,0.00,No,No,No,No,No,No,No,No
0400GB,DIN045801028,DANAINFRA NASIONAL BERHAD,Bond Islamic,Bond & Loan,107.000,,0.00,No,No,No,No,No,No,No,No
0172OR,OCK-OR,,Telecommunications & Media,Main Market,0.365,,0.00,No,No,No,No,No,No,No,No
1163PA,ALLIANZ-PA,,Financial Services,Main Market,15.000,,0.00,No,No,No,No,No,No,No,No
0159,AMEDIA,ASIA MEDIA GROUP BERHAD,Telecommunications & Media,Main Market,0.125,-0.20,0.00,Yes,Yes,No,Yes,No,No,No,No
0826EA,METFAPA,MYETF THOMSON REUTERS ASIA PACIFIC EX-JAPAN ISLAMIC AGRIBUSINESS,ETF-Equity,ETF,0.945,-1.56,0.00,No,No,No,No,No,No,No,No
0825EA,METFSID,MYETF MSCI SEA ISLAMIC DIVIDEND,ETF-Equity,ETF,0.722,-1.81,0.00,Yes,No,No,No,Yes,No,No,No
0820EA,FBMKLCI-EA,FTSE BURSA MALAYSIA KLCI ETF,ETF-Equity,ETF,1.750,-8.25,0.00,No,No,No,No,No,No,No,No
5229,CAP,CHINA AUTOMOBILE PARTS HOLDINGS LIMITED,Industrial Products & Services,Main Market,0.010,-0.07,0.00,No,Yes,No,No,No,No,No,Yes
7182,EKA,EKA NOODLES BERHAD,Consumer Products & Services,Main Market,0.065,-0.47,0.00,Yes,Yes,Yes,Yes,Yes,Yes,No,No
4847,KTB,KONSORTIUM TRANSNASIONAL BERHAD,Consumer Products & Services,Main Market,0.165,-8.38,0.00,No,No,No,Yes,No,No,No,No
5194,APFT,APFT BERHAD,Consumer Products & Services,Main Market,0.005,-0.26,0.00,No,No,No,No,No,No,No,No
0045,GNB,G NEPTUNE BERHAD,Technology,Ace Market,0.015,-0.85,0.00,No,No,No,No,No,No,No,Yes
9474,BRAHIMS,BRAHIM'S HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.275,-20.69,0.00,Yes,No,No,No,No,No,No,No
9806,NATWIDE,NATIONWIDE EXPRESS HOLDINGS BERHAD,Transportation & Logistics,Main Market,0.335,-32.68,0.00,No,No,No,No,No,No,No,No
0091,DAYA,DAYA MATERIALS BERHAD,Energy,Main Market,0.020,-1.98,0.00,No,No,No,No,No,No,No,No
6203,KHEESAN,KHEE SAN BERHAD,Consumer Products & Services,Main Market,0.280,-83.79,0.00,No,Yes,No,No,No,No,No,No
5238,AAX,AIRASIA X BERHAD,Consumer Products & Services,Main Market,0.095,-30.36,0.00,No,No,No,No,No,No,No,No
8346,PRKCORP,PERAK CORPORATION BERHAD,Transportation & Logistics,Main Market,0.195,-70.97,0.00,No,No,No,No,No,No,No,No
5060,KINSTEL,KINSTEEL BHD,Industrial Products & Services,Main Market,0.005,-2.60,0.00,Yes,Yes,No,No,No,No,No,No
7158,SCOMI,SCOMI GROUP BERHAD,Energy,Main Market,0.035,-24.68,0.00,Yes,No,No,No,No,No,No,No
0827EA,METFUS50,MYETF DOW JONES U.S. TITANS 50,ETF-Equity,ETF,1.600,-15.00,0.00,No,No,No,Yes,No,No,No,Yes
7251,BARAKAH,BARAKAH OFFSHORE PETROLEUM BERHAD,Energy,Main Market,0.050,3.34,0.00,Yes,Yes,No,No,No,No,No,No
0824EA,MYETFID,MYETF MSCI MALAYSIA ISLAMIC DIVIDEND,ETF-Equity,ETF,1.470,27.65,0.00,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0800EA,ABFMY1,ABF MALAYSIA BOND INDEX FUND,ETF-Bond,ETF,1.244,12.94,0.00,Yes,Yes,No,No,Yes,Yes,No,No
0821EA,MYETFDJ,MYETF DOW JONES ISLAMIC MARKET MALAYSIA TITANS 25,ETF-Equity,ETF,1.280,9.24,0.00,No,Yes,No,Yes,Yes,Yes,No,Yes
7173,TOYOVEN,TOYO VENTURES HOLDINGS BERHAD,Industrial Products & Services,Main Market,0.800,3.14,0.00,No,No,No,No,No,No,No,No
0837EA,AXJ-REITSETF,TRADEPLUS MSCI ASIA EX JAPAN REITS TRACKER,ETF-Equity,ETF,1.000,-0.04,-0.01,No,No,No,Yes,No,No,No,Yes
4081,PMCORP,PAN MALAYSIA CORPORATION BERHAD,Consumer Products & Services,Main Market,0.125,-0.02,-0.04,Yes,No,No,Yes,No,No,No,No
8362,KYM,KYM HOLDINGS BERHAD,Industrial Products & Services,Main Market,0.365,-4.69,-0.08,No,No,No,No,No,No,No,No
7070,VIZIONE,VIZIONE HOLDINGS BERHAD,Construction,Main Market,0.400,-0.12,-0.11,No,No,No,No,No,No,No,No
7133,ULICORP,UNITED U-LI CORPORATION BERHAD,Industrial Products & Services,Main Market,1.000,-0.15,-0.11,Yes,No,No,Yes,No,No,No,No
0834EA,KLCI2XL,KENANGA KLCI DAILY 2X LEVERAGED ETF,None,None,1.860,-0.92,-0.13,No,No,No,Yes,No,No,No,Yes
0169,SMTRACK,SMTRACK BERHAD,Technology,Ace Market,0.185,-0.10,-0.14,Yes,No,No,No,Yes,Yes,No,No
8052,CGB,CENTRAL GLOBAL BERHAD,Industrial Products & Services,Main Market,0.355,-0.08,-0.15,Yes,No,No,No,Yes,No,No,No
0131,DGSB,DIVERSIFIED GATEWAY SOLUTIONS BERHAD,Technology,Ace Market,0.165,-0.86,-0.15,No,No,No,No,No,No,No,No
5104,CNI,CNI HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.080,-0.02,-0.21,Yes,Yes,No,Yes,No,Yes,No,No
8877,EKOVEST,EKOVEST BERHAD,Construction,Main Market,0.525,-0.20,-0.22,No,No,No,No,No,No,No,No
5148,UEMS,UEM SUNRISE BERHAD,Property,Main Market,0.520,-0.35,-0.23,No,No,No,No,No,No,No,No
5253,ECONBHD,ECONPILE HOLDINGS BERHAD,Construction,Main Market,0.545,-0.07,-0.23,No,No,No,No,No,No,No,No
5275,MYNEWS,MYNEWS HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.690,-0.13,-0.30,No,No,No,No,No,No,No,No
7115,SKBSHUT,SKB SHUTTERS CORPORATION BERHAD,Industrial Products & Services,Main Market,0.600,-0.87,-0.42,No,No,No,No,No,No,No,No
5225,IHH,IHH HEALTHCARE BERHAD,Health Care,Main Market,5.700,-1.02,-0.42,No,No,No,Yes,No,No,No,No
8532,PERTAMA,PERTAMA DIGITAL BERHAD,Consumer Products & Services,Main Market,0.345,-0.13,-0.43,Yes,No,No,No,No,No,No,No
5239,TITIJYA,TITIJAYA LAND BERHAD,Property,Main Market,0.415,-0.36,-0.43,No,No,No,No,No,No,No,No
7170,LFECORP,LFE CORPORATION BERHAD,Industrial Products & Services,Main Market,0.210,-0.07,-0.46,Yes,No,No,No,Yes,No,No,No
6084,STAR,STAR MEDIA GROUP BERHAD,Telecommunications & Media,Main Market,0.365,-0.51,-0.47,No,No,No,Yes,No,No,No,No
7036,BORNOIL,BORNEO OIL BERHAD,Industrial Products & Services,Main Market,0.045,-0.06,-0.47,Yes,No,No,No,No,No,No,No
0025,YBS,YBS INTERNATIONAL BERHAD,Industrial Products & Services,Ace Market,0.175,-0.13,-0.50,No,No,No,No,No,No,No,No
5109,YTLREIT,YTL HOSPITALITY REIT,Real Estate Investment Trusts,Main Market,0.925,-0.79,-0.52,No,No,No,No,No,No,No,No
5015,APM,APM AUTOMOTIVE HOLDINGS BERHAD,Industrial Products & Services,Main Market,2.490,-3.36,-0.53,No,No,No,No,No,No,No,No
9741,ROHAS,ROHAS TECNIC BERHAD,Industrial Products & Services,Main Market,0.340,-0.37,-0.53,No,No,No,No,No,No,No,No
7285,TOMYPAK,TOMYPAK HOLDINGS BERHAD,Industrial Products & Services,Main Market,0.740,-0.24,-0.55,Yes,Yes,No,No,No,No,No,No
5170,SCABLE,SARAWAK CABLE BERHAD,Industrial Products & Services,Main Market,0.280,-27.97,-0.61,No,No,No,Yes,No,No,No,No
8397,TNLOGIS,TIONG NAM LOGISTICS HOLDINGS BERHAD,Transportation & Logistics,Main Market,0.935,-0.95,-0.62,Yes,No,No,Yes,No,No,No,No
5073,NAIM,NAIM HOLDINGS BERHAD,Property,Main Market,0.790,-1.63,-0.63,No,No,No,No,No,No,No,No
0086,YGL,YGL CONVERGENCE BERHAD,Technology,Ace Market,0.160,-2.96,-0.64,No,No,No,No,No,No,Yes,No
8567,SALCON,SALCON BERHAD,Utilities,Main Market,0.240,-0.40,-0.78,No,Yes,No,No,Yes,No,No,Yes
3662,MFLOUR,MALAYAN FLOUR MILLS BERHAD,Consumer Products & Services,Main Market,0.685,-0.85,-0.81,No,No,No,No,Yes,No,No,No
0111,K1,K-ONE TECHNOLOGY BERHAD,Technology,Ace Market,0.360,-0.12,-0.83,No,No,No,No,No,No,No,No
7131,ACME,ACME HOLDINGS BERHAD,Property,Main Market,0.460,-0.27,-0.83,No,No,No,No,Yes,No,No,Yes
1201,SUMATEC,SUMATEC RESOURCES BERHAD,Energy,Main Market,0.005,-0.10,-0.85,Yes,No,No,No,No,No,No,No
